ASIN,Customer feedback sentiment,Feedback Topic,Topic mentions in Category,Topic mentions in top selling products,Topic mentions in ASIN,Customer feedback examples
B09DGMKBYZ,negative,hole in bag,353,126,1,there is hole over there
B09PJMQ24C,negative,looks like old stock,208,44,1,very poor quality material very old stock
B0B2K83BT3,negative,received incomplete item,245,117,1,incomplete set received
B08T7BDMZM,negative,hole in bag,353,126,2,"there is a hole on right side of big bag,it has hole on right side of the bag"
B08T7BDMZM,negative,short length,551,155,4,"its very short narrow and small in size,it is too short for me,chain is too small,as its size is too short even to kept books place also not enough to store in that bag"
B09DGP2H52,negative,product doesn't look good,9218,3091,4,"do not look good,looking not good,not good prodect,not good"
B09DGP2H52,negative,zip is not closing,124,42,1,zip is not completely closed
B09N3K2ZCP,negative,stiches are open,246,91,4,"sides are fully opened zip is only in center,its very open,also despite putting chain it has open space in side and the things can fall out if bag is inverted even on closed chain,its opened and have crease and a buckle has broked"
B09N3LZYHF,negative,no chain,145,48,3,"dont look good and there is no chain inside,no chain for sling bag,one designer string and bead broken one chain has nothing to pull"
B09N3LZYHF,negative,not comfortable,1451,603,17,"does not look good at all,does not look good in person,does not good look,its not look nice,does not look good"
B09N3LZYHF,positive,material quality,1919,484,2,"its very awesome quality material used,the bag which i received is good but small bags are not up to the expectations"
B09PJMZ7XF,negative,color not shiny,241,83,1,color doesnt look good on me
B07P73CMNF,negative,leather quality,869,295,2,"leather are not good quality and product also not good,its very poor quality material not pu leather and small bag has no lining in side not as described in description and picture"
B08T7BDMZM,negative,doesn't suit me,1911,576,6,"not suitable for my use,not like it,no good,not ok,lock button is damaged and not working"
B08T7BDMZM,positive,looks good in picture,304,83,1,look so beautiful in picture
B09N3K2ZCP,negative,hook is broken,121,43,2,"hook id damaged and looking like its used product,handle is torn"
B09N3LZYHF,negative,rough material,120,39,1,its borders are rough and fully open
B09PJMQ24C,negative,didn't expect this size,526,205,3,"smaller size,product was good but size was small,size is very small"
B0B2K83BT3,negative,product doesn't look good,9218,3091,6,"does not good,not good,not good,not good,not good"
B0B7BCZ67B,negative,rusted product,76,23,1,metal started to rust and left stains on bag
B0BTJ2THK3,negative,zipper stuck,95,40,1,zipper is outside
B083XZK6RJ,negative,stitching is damaged,260,85,1,stitches were broken
B09DGMKBYZ,positive,shown in picture,2120,456,1,the product quality color and look are as same as shown in the picture
B09DGP2H52,negative,product has stains,670,213,1,product has stains on it
B09HSCK9K5,negative,looks like old stock,208,44,1,product is looking like very old stock or used one
B09PJMQ24C,negative,size is not suitable,859,302,2,"not good and size also not good,item size not satisfied"
B09PJMZ7XF,negative,dirty and old product,334,97,2,"old materials used in creating,there are many spots on the bag and looks old material"
B09XBGNXBT,negative,chain is broken,417,140,1,chain is broken
B07P66YQ3L,negative,bag size is not comfortable,167,42,2,"zip is not working in purse and internal quality of big bag is not at good,big bag not as expected"
B07P73CMNF,negative,chain quality,284,95,1,handbag straps are not even
B083XZK6RJ,negative,leather is coming off,209,58,1,its made with rubber but mentioned as leather
B083Y1CZCL,positive,good design,651,116,1,look so pretty and build quality so nice reasonable rates design is premium so im so happy go for it but it thanks
B08T7BDMZM,negative,bag is torn,1721,552,4,"one of the bag is torn,the handle of the bag is torn,torn product,its tear"
B09PJMZ7XF,negative,didn't expect this size,526,205,2,"i dont expect it is too small,one bag missing and size is smaller than expected"
B083Y19MMJ,negative,no compartments,183,76,1,inside no compartment
B08T7BDMZM,negative,looks old,2185,529,3,"looks old amazon gave me old used product,looks old time,looks old"
B08T7BDMZM,negative,rusted product,76,23,1,rust in the bay and bad quality
B09DGMKBYZ,negative,color is different from pic,597,213,1,color is not same like image
B09PJMQ24C,negative,product doesn't look good,9218,3091,11,"does not look good,not looking good,looking not good,not good,not good"
B0B7XL9PT3,negative,product doesn't look good,9218,3091,3,"not good and as expected,wrong"
B0B7XM5L2N,negative,hole in bag,353,126,1,main bag is having a big hole and also one stone is missing in front design
B0BV6VSH3Q,negative,strap is not good,380,102,1,straps quality is not good
B07RPY7XTW,negative,product doesn't look good,9218,3091,1,zip not working and sizing not good
B083Y19MMJ,negative,zip is not closing,124,42,1,not looking good and zip is not closing fully
B09N3K2ZCP,negative,button is broken,89,34,1,button is damaged chain is broken
B0B2K4GHMJ,negative,stitching is not proper,2636,1043,1,stitching is not good
B0B7XFTXNV,negative,product color is not matching,56,23,1,product not same and color
B0B7XN8MJT,negative,color not same,903,280,2,"not as per our requirement as well as color also different from our order,color not same"
B07QV1V72M,negative,not as shown in picture,13786,4341,2,"different from reference pic,way too much different"
B083XZK6RJ,negative,small hole in bag,146,63,1,there are some minor cuts
B08NYPH9FS,negative,no compartments,183,76,1,no compartments in the middle
B08QL6VK6H,negative,received incomplete item,245,117,1,item missing quality issue product color not match product are different
B08QL6VK6H,positive,good comfortable,573,124,2,"very good product and comfortable,good n comfortable bag"
B09DGMKBYZ,positive,good color,1950,422,1,very good color and variety of size
B09N3K2ZCP,negative,stitching is damaged,260,85,1,product quality is very bad stitch damage found
B09N3LZYHF,negative,chain is not there,69,23,1,the small beg didnt have the chain and the two bags are same
B09N3LZYHF,negative,looks like used,491,138,5,"looks like used and quality is not good,damaged product old and used one,seems like its been used and color faded,the product is dirty and seems used as well as the strap is broken,product is damaged and used"
B09PJMZ7XF,negative,stiches are open,246,91,1,very poor product both side open
B083XZK6RJ,negative,stitches are loose,64,28,1,all stitches are loose
B08NYMRBYY,negative,product doesn't look good,9218,3091,27,"does not look good on me,its not look good on me,does not look good,not good to me,dose not looking good"
B08S2TRL5L,negative,doesn't suit me,1911,576,8,"no need this its noot loo good,not suitable for me,not good at all,not desired one,not worthy"
B09N3LZYHF,negative,no compartments,183,76,1,not too good because it is very plain inside there is no compartment inside it
B0B18GGWX5,negative,didn't expect this size,526,205,1,size is very small
B0B18GGWX5,negative,pocket is torn,99,42,1,bag was damaged and torned
B0B7BCZ67B,negative,chain quality,284,95,1,chain is small
B07P66YQ3L,negative,strap is not good,380,102,1,strap of large bag is cut
B083XZK6RJ,negative,looks like old stock,208,44,2,"looks like old stock,old stock"
B09DGMKBYZ,negative,stitching is not proper,2636,1043,8,"very poor quality and stitching,poor quality stitch and finishing,stitching are very bad,very poor stitching and the handle color is faded,stitches and inside pockets are of low quality"
B09N3LZYHF,negative,black stains on bag,551,188,22,"this product is with black color marks on the bag,other than quality of the product there are black marks on the bags,there are black marks on the hand bag,black marks are there all over the bags,there is a lot of black spots on bag"
B07CCGHVWB,negative,zip is broken,898,253,1,color of the product doesnt match and zip are broken inside
B083XZK6RJ,negative,chain quality,284,95,2,"small chain,small bag has gold chain that looks odd for me"
B08NYMRBYY,negative,bad smell,791,296,1,has a very bad odour of something
B08NYMRBYY,positive,good packaging,354,67,1,the package option is good i e
B08S2TRL5L,negative,not genuine leather,165,50,1,its not pure leather as written in the title
B09DGP2H52,positive,favourite bag,32,5,1,this has to be my favourite bag so far
B09N3LZYHF,negative,inside pockets,52,14,1,need one pocket outside
B09N3LZYHF,negative,strap is not good,380,102,3,"the item has bad strap marks and is damaged from outside,has the color from the leather black strap on the bag front and back portion making it look really bad,strap quality is also poor"
B07P66YQ3L,negative,stiches are open,246,91,1,zip is not working and stiches are open
B07P73CMNF,negative,color not good,3789,1225,1,quality is not good and color shown is not delivered
B08T7BDMZM,negative,zip is not closing,124,42,1,internal zip can not closed fully
B09DGP2H52,negative,color not good,3789,1225,2,"if we avoid that then also the color is not soothing as mentioned in the description,color is not good and smell very bad"
B09PJMM2XM,negative,no inner lining,398,138,1,no glossy look
B09PJMQ24C,negative,not as shown in picture,13786,4341,26,"its is not like what i see in the picture,nothing matched with the posted image,different from image,chain are very long and it doesnt look like image shown here,not like"
B0B18GGWX5,negative,compartments inside the bag,681,242,1,no purse is compartment
B083XZK6RJ,negative,damaged packaging,120,58,2,"both product and shipping box damaged,the leader has lines on it and also its an old product might be damage while packing"
B083XZK6RJ,negative,screw is broken,27,10,1,leather has cracks and screw is broken
B09XBF2ZJ8,negative,size issues,29856,9059,3,"size is to small so please return this package,not satisfied item and size is small,in picture it looks like big in size but in reality all three pieces looks very small and product quality also not good"
B0B7XJHFXJ,negative,bag has only one zip,189,73,1,all bag containing only one zip
B0B7XN8MJT,negative,looks old,2185,529,1,looking like old one
B083XZK6RJ,negative,finishing is not good,872,317,5,"not good clothing and finishing,finishing is really bad,the finishing is not good and the advertisement is big without no matter,finishing is horrible,poor finishing"
